SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_026284005.1_ASM2628400v1,Thecaphora frezii,B7,PRJNA828173,1269715,dikarya,Basidiomycota,,Ustilaginomycetes,,Urocystidales,Glomosporiaceae,Thecaphora,Thecaphora frezii,fMZD91
GCA_900291925.1_version_1,Thecaphora thlaspeos,LF1,PRJEB24478,469304,dikarya,Basidiomycota,,Ustilaginomycetes,,Urocystidales,Glomosporiaceae,Thecaphora,Thecaphora thlaspeos,fFUN1918
GCA_003316405.1_ASM331640v1,Thelephora aurantiotincta,MG58,PRJNA454572,654496,dikarya,Basidiomycota,,Agaricomycetes,,Thelephorales,Thelephoraceae,Thelephora,Thelephora aurantiotincta,fFUN1919
GCA_014904855.1_Thega1,Thelephora ganbajun,P2,PRJNA332932,370292,dikarya,Basidiomycota,,Agaricomycetes,,Thelephorales,Thelephoraceae,Thelephora,Thelephora ganbajun,fBDM02
GCA_015956445.1_Theter1,Thelephora terrestris,UH-Tt-Lm1,PRJNA346452,56493,dikarya,Basidiomycota,,Agaricomycetes,,Thelephorales,Thelephoraceae,Thelephora,Thelephora terrestris,fBJ322
GCA_026025805.1_ASM2602580v1,Thelocarpon impressellum,Spribille s.n. 04.10.2020/TS-e1969,PRJNA833438,1116844,dikarya,Ascomycota,,,,Thelocarpales,Thelocarpaceae,Thelocarpon,Thelocarpon impressellum,fOMP81
GCA_026025795.1_ASM2602579v1,Thelocarpon superellum,Spribille s.n. 20.10.2019/TS-e1926,PRJNA833438,2939404,dikarya,Ascomycota,,,,Thelocarpales,Thelocarpaceae,Thelocarpon,Thelocarpon superellum,fOMP81
GCA_024115155.1_ASM2411515v1,Thelonectria blattea,CBS 952.68,PRJNA826075,1576486,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Thelonectria,Thelonectria blattea,fMW669
GCA_911649645.1_wengan_M_CN63,Thelonectria discophora,,PRJEB46500,1053259,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Thelonectria,Thelonectria discophora,fFUN1920
GCA_020736575.1_Cylol1,Thelonectria olida,MPI-CAGE-CH-0241,PRJNA371203,1576542,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Thelonectria,Thelonectria olida,fB0T10
GCA_013420875.1_ASM1342087v1,Thelonectria rubi,CBS 177.27,PRJNA590790,303672,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Thelonectria,Thelonectria rubi,fGLO99
GCA_022813995.1_ASM2281399v1,Thelotrema lepadinum,Spribille 44606,PRJNA795879,209281,dikarya,Ascomycota,,Lecanoromycetes,,Ostropales,Graphidaceae,Thelotrema,Thelotrema lepadinum,fMMC34
GCA_003123655.1_ASM312365v1,Thermoascaceae sp. COH1141,COH1141,PRJNA449516,2562446,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. COH1141,fDBV20
GCA_023624095.1_ASM2362409v1,Thermoascaceae sp. M2901,PK2413,PRJNA833221,2940442,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. M2901,fFUN1921
GCA_023624045.1_ASM2362404v1,Thermoascaceae sp. M2902,PL2405,PRJNA833221,2940445,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. M2902,fFUN1922
GCA_023624055.1_ASM2362405v1,Thermoascaceae sp. PK2413,M2901,PRJNA833221,2940444,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. PK2413,fFUN1923
GCA_023624085.1_ASM2362408v1,Thermoascaceae sp. PL2402,PL2402,PRJNA833221,2940443,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. PL2402,fFUN1924
GCA_023624145.1_ASM2362414v1,Thermoascaceae sp. PL2405,M2902,PRJNA833221,2940441,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,,Thermoascaceae sp. PL2405,fFUN1925
GCA_001599835.1_JCM_12817_assembly_v001,Thermoascus crustaceus,JCM 12817,PRJDB3664,5088,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Thermoascaceae,Thermoascus,Thermoascus crustaceus,fFUN1926
GCA_011800035.1_IMB_SAS_Cthedis_SODCAT_2020,Thermochaetoides dissita,CBS 180.67,PRJNA595853,2588329,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Thermochaetoides,Thermochaetoides dissita,fGQS08
GCF_000221225.1_CTHT_3.0,Thermochaetoides thermophila DSM 1495,DSM 1495,PRJNA47065,759272,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Thermochaetoides,Thermochaetoides thermophila,fCTHT
GCA_000787465.1_ASM78746v1,Thermomucor indicae-seudaticae,HACC 243,PRJNA261109,101121,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Thermomucor,Thermomucor indicae-seudaticae,fLK20
GCA_000315935.1_NOKS_genome_assembly_20110720,Thermomyces lanuginosus SSBP,SSBP,PRJNA88097,1158138,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces lanuginosus,fS7Q
GCF_000226095.1_ASM22609v1,Thermothelomyces thermophilus ATCC 42464,ATCC 42464,PRJNA32775,573729,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus,fMYCTH
GCF_000226115.1_ASM22611v1,Thermothielavioides terrestris NRRL 8126,NRRL 8126,PRJNA32847,578455,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris,fTHITE
GCA_016859225.1_ASM1685922v1,Thielaviopsis cerberus,CMW36653,PRJNA657489,1580841,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis cerberus,fH7742
GCA_001599055.1_JCM_6961_assembly_v001,Thielaviopsis ethacetica,JCM 6961,PRJDB3606,1526549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis ethacetica,fFUN1927
GCA_001599615.1_JCM_6020_assembly_v001,Thielaviopsis euricoi,JCM 6020,PRJDB3645,1346820,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis euricoi,fFUN1928
GCA_001513885.1_ASM151388v1,Thielaviopsis musarum,CMW1546,PRJNA296851,1580842,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis musarum,fAOX71
GCA_017591655.1_FABI_ChPopu_1.0,Thielaviopsis populi,CMW 26388,PRJNA670843,112128,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis populi,fINX88
GCA_036034705.1_UAEU_Tpunctulata.0,Thielaviopsis punctulata,DSM 102798,PRJNA1060910,72032,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis punctulata,fVLA18
GCA_027596035.1_ASM2759603v1,Thoreauomyces humboldtii,JEL0095,PRJNA629855,1396496,fungi,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Thoreauomyces,Thoreauomyces humboldtii,fHKX48
GCA_021432635.1_ThoPMI491_1,Thozetella sp. PMI_491,PMI_491,PRJNA251777,1506992,dikarya,Ascomycota,,Sordariomycetes,,Chaetosphaeriales,Chaetosphaeriaceae,Thozetella,Thozetella sp. PMI_491,fGQ53
GCF_004353045.1_ASM435304v1,Thyridium curvatum,D216,PRJNA525081,1093900,dikarya,Ascomycota,,Sordariomycetes,,,Thyridiaceae,Thyridium,Thyridium curvatum,fE0L32
GCA_027575765.1_UCR_TipaRSA861_1.0,Tieghemiomyces parasiticus,RSA 861,PRJNA676425,78921,fungi,Zoopagomycota,,Dimargaritomycetes,,Dimargaritales,Dimargaritaceae,Tieghemiomyces,Tieghemiomyces parasiticus,fIWQ60
GCA_032718865.1_ASM3271886v1,Tilletia caries,TC-1-MSG-1,PRJNA798867,13290,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia caries,fL2Z50
GCA_905071765.1_OR_assembly,Tilletia controversa,OR,PRJEB40624,13291,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia controversa,fFUN1929
GCA_001006505.1_ASM100650v1,Tilletia horrida,QB-1,PRJNA280382,155126,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia horrida,fWX97
GCA_001689995.1_PSWKBGD_1_1,Tilletia indica,PSWKBGH_1,PRJNA325874,43049,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia indica,fBAS61
GCA_009428275.1_AAFC_TLATCC42080_1,Tilletia laevis,ATCC 42080,PRJNA393337,157183,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia laevis,fCF336
GCA_023634365.1_ASM2363436v1,Tilletia setariae,WJ-1,PRJNA840952,168555,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia setariae,fM9A23
GCA_009428295.1_AAFC_TwDAOMC238049_1,Tilletia walkeri,DAOMC 238049,PRJNA393320,117179,dikarya,Basidiomycota,,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia walkeri,fCF327
GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0,Tilletiaria anomala UBC 951,UBC 951,PRJNA196019,1037660,dikarya,Basidiomycota,,Exobasidiomycetes,,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala,fK437
GCF_003144115.1_Tilwa1,Tilletiopsis washingtonensis,MCA 4186,PRJNA247833,58919,dikarya,Basidiomycota,,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,Tilletiopsis washingtonensis,fFA09
GCA_015179035.1_Tirniv1,Tirmania nivea,G3,PRJNA519903,160517,dikarya,Ascomycota,,Pezizomycetes,,Pezizales,Pezizaceae,Tirmania,Tirmania nivea,fEV426
GCA_022813965.1_ASM2281396v1,Toensbergia leucococca,T1904,PRJNA795879,1453789,dikarya,Ascomycota,,Lecanoromycetes,,Rhizocarpales,Sporastatiaceae,Toensbergia,Toensbergia leucococca,fMMC34
GCA_024341135.1_ASM2434113v1,Tolypocladium album,IQ158,PRJNA817363,124418,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium album,fFUN1930
GCA_024340795.1_ASM2434079v1,Tolypocladium amazonense,LA108,PRJNA817363,1436175,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium amazonense,fFUN1931
GCA_002901185.1_ASM290118v1,Tolypocladium capitatum,CBS 113982,PRJNA248241,45235,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium capitatum,fTCAP
GCA_024340765.1_ASM2434076v1,Tolypocladium cylindrosporum,CBS 718.70,PRJNA817363,38005,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium cylindrosporum,fFUN1932
GCA_024339985.1_ASM2433998v1,Tolypocladium endophyticum,MX560,PRJNA817363,1436177,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium endophyticum,fFUN1933
GCA_024340515.1_ASM2434051v1,Tolypocladium geodes,CBS 723.70,PRJNA817363,38000,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium geodes,fFUN1934
GCA_022114105.1_ASM2211410v1,Tolypocladium guangdongense,GD1-15,PRJNA399600,2730933,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium guangdongense,fCKF98
GCA_003945565.1_ASM394556v1,Tolypocladium inflatum,CBS 567.84,PRJNA448735,29910,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium inflatum,fFUN1935
GCA_024340505.1_ASM2434050v1,Tolypocladium nubicola,CBS 568.84,PRJNA817363,38003,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium nubicola,fFUN1936
GCA_001189435.1_Tophv1.0,Tolypocladium ophioglossoides CBS 100239,CBS 100239,PRJNA91059,1163406,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium ophioglossoides,fTOPH
GCA_024340015.1_ASM2434001v1,Tolypocladium ovalisporum,CBS 700.92,PRJNA817363,557785,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium ovalisporum,fFUN1937
GCA_002916505.1_ASM291650v1,Tolypocladium paradoxum,NRBC 100945,PRJNA248242,94208,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium paradoxum,fTPAR
GCA_024340155.1_ASM2434015v1,Tolypocladium pustulatum,CBS 110433,PRJNA817363,160954,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium pustulatum,fFUN1938
GCA_000750145.2_ASM75014v2,Tolypocladium sp. Salcha MEA-2,Salcha MEA-2,PRJNA254396,1355412,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium sp. Salcha MEA-2,fIA68
GCA_000750105.3_ASM75010v3,Tolypocladium sp. Sup5 PDA-1,Sup5 PDA-1,PRJNA254396,1501327,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium sp. Sup5 PDA-1,fIA68
GCA_024340005.1_ASM2434000v1,Tolypocladium tropicale,MX337,PRJNA817363,1436176,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium tropicale,fFUN1939
GCA_024340025.1_ASM2434002v1,Tolypocladium tundrense,CBS 569.84,PRJNA817363,38004,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium tundrense,fFUN1940
GCA_018831705.1_ASM1883170v1,Torrubiellomyces zombiae,Field(B)_6/19/19,PRJNA670675,2943199,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Torrubiellomyces,Torrubiellomyces zombiae,fINS75
GCA_030462865.1_ASM3046286v1,Tortispora agaves,NRRL Y-63662,PRJNA736342,1326894,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora agaves,fFUN1941
GCA_001661475.1_Canca1,Tortispora caseinolytica NRRL Y-17796,NRRL Y-17796,PRJNA76687,767744,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora caseinolytica,fCANCA
GCA_030573865.1_ASM3057386v1,Tortispora ganteri,NRRL Y-17035,PRJNA736342,1326887,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora ganteri,fFUN1942
GCA_030570615.1_ASM3057061v1,Tortispora mauiana,NRRL Y-48832,PRJNA736342,1326892,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora mauiana,fFUN1943
GCA_030574555.1_ASM3057455v1,Tortispora phaffii,NRRL Y-48833,PRJNA736342,1326893,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora phaffii,fFUN1944
GCA_030566855.1_ASM3056685v1,Tortispora sangerardonensis,NRRL Y-63663,PRJNA736342,1326890,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora sangerardonensis,fFUN1945
GCA_030574535.1_ASM3057453v1,Tortispora starmeri,NRRL Y-63665,PRJNA736342,1326888,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora starmeri,fFUN1946
GCF_000243375.1_ASM24337v1,Torulaspora delbrueckii,type strain:CBS 1146,PRJEA70971,4950,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,fTDEL
GCA_003705175.3_ASM370517v3,Torulaspora franciscae,NRRL Y-17532,PRJNA429441,53488,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora franciscae,fFUN1947
GCF_014133895.1_ASM1413389v1,Torulaspora globosa,CBS764,PRJNA625704,48254,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora globosa,fHG536
GCA_931305995.1_CBS12408,Torulaspora indica,,PRJEB49385,1056991,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora indica,fEHR
GCA_003708055.3_ASM370805v3,Torulaspora maleeae,CBS 10694,PRJNA736342,200334,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora maleeae,fFUN1948
GCA_900186055.1_TOMI,Torulaspora microellipsoides,,PRJEB7632,1136883,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora microellipsoides,fFUN1949
GCA_012851205.1_ASM1285120v1,Torulaspora pretoriensis,CBS 2187,PRJNA623867,35629,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora pretoriensis,fFUN1950
GCA_946403475.1_Wolfe_Tque_UCD657,Torulaspora quercuum,UCD657,PRJEB55421,1143185,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora quercuum,fFUN1951
GCA_040114505.1_ASM4011450v1,Torulaspora sp. 2017 36-1,2017 36-1,PRJNA1074930,3128547,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora sp. 2017 36-1,fFUN1952
GCA_040114465.1_ASM4011446v1,Torulaspora sp. 2017 38-3,2017 38-3,PRJNA1074930,3128546,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora sp. 2017 38-3,fFUN1953
GCA_030580195.1_ASM3058019v1,Torulaspora sp. yHMJ407,yHMJ407,PRJNA736342,2866360,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora sp. yHMJ407,fFUN1954
GCA_010583015.1_Totfu1,Tothia fuscella,CBS 130266,PRJNA245630,1048955,dikarya,Ascomycota,,Dothideomycetes,,Venturiales,Cylindrosympodiaceae,Tothia,Tothia fuscella,fEJ08
GCA_019828555.1_ASM1982855v1,Toxicocladosporium irritans,R-O6-OCP3,PRJNA644637,470064,dikarya,Ascomycota,,Dothideomycetes,,Cladosporiales,Cladosporiaceae,Toxicocladosporium,Toxicocladosporium irritans,fICW40
GCA_000316135.1_ASM31613v1,Trachipleistophora hominis,,PRJNA84343,72359,fungi,Microsporidia,,,,,Pleistophoridae,Trachipleistophora,Trachipleistophora hominis,fTHOM
GCA_022385765.1_Traci1,Trametes cingulata,BRFM 1805,PRJNA265773,575983,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes cingulata,fOH77
GCA_000765035.1_BN946,Trametes cinnabarina,BRFM137,PRJEB5237,5643,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes cinnabarina,fFUN1955
GCA_002092935.1_Pycco1,Trametes coccinea BRFM310,BRFM310,PRJNA209549,1353009,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes coccinea,fPYCCO
GCA_029747595.1_Cubamyces_cubensis_reassembly_enz,Trametes cubensis,MPL-01,PRJNA896878,1111947,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes cubensis,fONZ51
GCA_022606155.1_Artele1122_1,Trametes elegans,CIRM-BRFM 1122,PRJNA334783,526244,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes elegans,fBD413
GCA_022606055.1_Tragib1,Trametes gibbosa,CIRM-BRFM 1770,PRJNA331355,160864,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes gibbosa,fBC628
GCA_001302255.2_TraHir072,Trametes hirsuta,072,PRJNA271118,5327,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes hirsuta,fSB86
GCA_022606215.1_Tramax1,Trametes maxima,CIRM-BRFM 1813,PRJNA444031,259368,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes maxima,fC8Q78
GCA_022606255.1_Tramey1,Trametes meyenii,CIRM-BRFM 1810,PRJNA444032,526243,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes meyenii,fC8Q79
GCA_022606195.1_Trapol1,Trametes polyzona,CIRM-BRFM 1798,PRJNA444030,239206,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes polyzona,fC8Q77
GCA_001895945.1_ASM189594v1,Trametes pubescens,FBCC735,PRJNA348811,154538,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes pubescens,fTRAPUB
GCA_025528855.1_Pycpun1,Trametes punicea,CIRM-BRFM 1868,PRJNA334784,571087,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes punicea,fBD414
GCA_008973685.1_ASM897368v1,Trametes sanguinea,ACCC51180,PRJNA574200,158606,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes sanguinea,fF7G11
GCA_001304625.1_ASM130462v1,Trametes sp. AH28-2,AH28-2,PRJNA294859,306582,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes sp. AH28-2,fAN628
GCF_000271585.1_Trametes_versicolor_v1.0,Trametes versicolor FP-101664 SS1,FP-101664 SS1,PRJNA56097,717944,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes versicolor,fTRAVE
GCA_002964805.2_ASM296480v2,Trametes villosa,CCMB561,PRJNA435407,47662,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes villosa,fC5T89
GCA_022385755.1_Trace1,Trametopsis cervina,BRFM 1824,PRJNA333993,1111950,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Irpicaceae,Trametopsis,Trametopsis cervina,fBDW22
GCA_023212725.1_ASM2321272v1,Tranzscheliella williamsii,CBS 131475,PRJNA816553,349360,dikarya,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Tranzscheliella,Tranzscheliella williamsii,fFUN1956
GCA_022813945.1_ASM2281394v1,Trapelia coarctata,P141,PRJNA795879,129515,dikarya,Ascomycota,,Lecanoromycetes,,Trapeliales,Trapeliaceae,Trapelia,Trapelia coarctata,fMMC34
GCF_010094035.1_Trepe1,Trematosphaeria pertusa,CBS 122368,PRJNA234397,390896,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Trematosphaeria pertusa,fBU26
GCA_032768795.1_ASM3276879v1,Tremella fuciformis,,PRJNA1023037;PRJNA1027361,64657,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Tremellaceae,Tremella,Tremella fuciformis,fRUH98
GCF_000271645.1_Treme1,Tremella mesenterica DSM 1558,Fries,PRJNA32829,578456,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Tremellaceae,Tremella,Tremella mesenterica,fTREME
GCA_024343385.1_Tynb_1.0,Tremella yokohamensis,NBRC 100148,PRJDB13453,1758741,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,fFUN1957
GCA_022813505.1_ASM2281350v1,Tremellales sp. FJII-L8-SW-PAB2,FJII-L8-SW-PAB2,PRJNA800051,2913085,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,,,Tremellales sp. FJII-L8-SW-PAB2,fOHC49
GCA_904859935.1_Tremellales_sp_Tagirdzhanova-0007_MAG,Tremellales sp. Tagirdzhanova-0007,,PRJEB40332,2778382,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,,,Tremellales sp. Tagirdzhanova-0007,fFUN1958
GCA_035521475.1_Uapishka_1,Tremellales sp. Uapishka_1,Uapishka_1,PRJNA948675,3038892,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,,,Tremellales sp. Uapishka_1,fP7D22
GCA_033296915.1_Podbra1,Triangularia setosa,CBS 892.96,PRJNA953069,2587417,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Triangularia,Triangularia setosa,fQBC36
GCA_033296885.1_Apiver1,Triangularia verruculosa,CBS 315.58,PRJNA953073,2587418,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Triangularia,Triangularia verruculosa,fQBC40
GCA_910574555.1_TA10106M1,Trichaptum abietinum,,PRJEB45061,40452,dikarya,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Trichaptaceae,Trichaptum,Trichaptum abietinum,fFUN1959
GCF_024521635.1_Tripra1,Tricharina praecox,CBS 144465,PRJNA368300,43433,dikarya,Ascomycota,,Pezizomycetes,,Pezizales,Pyronemataceae,Tricharina,Tricharina praecox,fBZA05
GCA_033297235.1_Thian1,Trichocladium antarcticum,CBS 123565,PRJNA234663,1450529,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium antarcticum,fBT67
GCA_017139535.1_ASM1713953v1,Trichocladium uniseriatum,OTU1415,PRJNA592833,1737316,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium uniseriatum,fGN235
GCA_023625835.1_ASM2362583v1,Trichocomaceae sp. PB3601,PB3603,PRJNA833221,2940378,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Trichocomaceae,,Trichocomaceae sp. PB3601,fFUN1960
GCA_023625915.1_ASM2362591v1,Trichocomaceae sp. PB3603,PH2104,PRJNA833221,2940376,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Trichocomaceae,,Trichocomaceae sp. PB3603,fFUN1961
GCA_023625875.1_ASM2362587v1,Trichocomaceae sp. PYS4502,F3606,PRJNA833221,2940377,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Trichocomaceae,,Trichocomaceae sp. PYS4502,fFUN1962
